name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity
Village Cafe Bangalore,0,0,3.700448817952718,0,Bommanahalli,Quick Bites,"North Indian, South Indian, Kerala, Chinese",350.0,Dine-out,HSR
Vinoth Kitchen,0,0,3.700448817952718,0,Bommanahalli,Quick Bites,"South Indian, Kebab, Chinese, Biryani",250.0,Dine-out,HSR
Hot & Spicy Food,0,0,3.700448817952718,0,Bommanahalli,Quick Bites,Chinese,200.0,Dine-out,HSR
Udupi Upahara,0,0,3.7,46,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",300.0,Dine-out,HSR
Geetha Cafe,0,0,3.0,12,Bommanahalli,Quick Bites,South Indian,200.0,Dine-out,HSR
Shri Nandi sagar,0,0,3.700448817952718,0,Koramangala 1st Block,Quick Bites,South Indian,150.0,Dine-out,HSR
Sri Bhagya Veg,0,0,3.700448817952718,0,Bommanahalli,Quick Bites,"North Indian, Chinese",300.0,Dine-out,HSR
Barbeque Delight,1,0,3.7,83,Bommanahalli,Quick Bites,"Arabian, Kerala, North Indian, Chinese, BBQ",800.0,Dine-out,HSR
Nagappa Naidu Hotel,0,0,3.700448817952718,0,Bommanahalli,Quick Bites,South Indian,200.0,Dine-out,HSR
The Kebab Room - Restaurant & Brewery,0,1,4.0,773,Indiranagar,"Casual Dining, Microbrewery","Mughlai, North Indian",1000.0,Buffet,Indiranagar
Peacock,1,1,3.9,847,Indiranagar,Casual Dining,"North Indian, BBQ, Mughlai",1200.0,Buffet,Indiranagar
Big Pitcher,0,1,4.7,9021,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean",1800.0,Buffet,Indiranagar
Barbeque Nation,0,1,4.7,7152,Indiranagar,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,Buffet,Indiranagar
LOFT38,0,1,4.3,3586,Indiranagar,"Lounge, Casual Dining","Continental, American, Asian, North Indian, Burger",2100.0,Buffet,Indiranagar
Urban Tamaasha,1,1,4.1,840,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200.0,Buffet,Indiranagar
Mainland China,1,1,4.4,1507,Indiranagar,Casual Dining,"Chinese, Momos",1700.0,Buffet,Indiranagar
Little Italy,1,1,4.3,3275,Indiranagar,Casual Dining,"Italian, Pizza, Mexican",1400.0,Buffet,Indiranagar
Dhaba - Estd 1986 Delhi,1,1,4.4,1414,Indiranagar,"Casual Dining, Bar",North Indian,1100.0,Buffet,Indiranagar
Pasta Street,1,1,4.5,1614,Indiranagar,Casual Dining,"Italian, Pizza, Salad",1300.0,Buffet,Indiranagar
Southindies,0,1,4.1,1224,Indiranagar,Casual Dining,"South Indian, Chettinad, Kerala, Sri Lankan",800.0,Buffet,Indiranagar
Oye Amritsar,1,1,3.9,1432,Indiranagar,Casual Dining,North Indian,1000.0,Buffet,Indiranagar
Cafe Max,0,0,4.3,1651,Indiranagar,"Cafe, Casual Dining","Cafe, Continental, Italian, German, French, Spanish",1300.0,Buffet,Indiranagar
Empire Restaurant,1,0,4.2,8176,Indiranagar,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",750.0,Buffet,Indiranagar
China Bistro & Lounge,1,1,4.4,79,Indiranagar,Casual Dining,"Asian, Chinese, Thai, Korean",1600.0,Buffet,Indiranagar
The Restaurant - Coorg,0,1,4.3,504,Indiranagar,Casual Dining,South Indian,1100.0,Buffet,Indiranagar
Copper Chimney,1,1,4.1,80,Indiranagar,Casual Dining,"North Indian, Biryani",1200.0,Buffet,Indiranagar
Zaica Dine & Wine,1,1,4.0,1013,Indiranagar,Casual Dining,North Indian,1200.0,Buffet,Indiranagar
Annapoorani,0,0,3.9,434,Indiranagar,Casual Dining,South Indian,400.0,Buffet,Indiranagar
Srinathji's,1,1,3.6,592,Indiranagar,Casual Dining,"Biryani, Chinese, Continental, North Indian, Pizza",850.0,Buffet,Indiranagar
Flavors of India,0,0,3.700448817952718,0,Indiranagar,Casual Dining,"North Indian, South Indian, Andhra, Continental",600.0,Buffet,Indiranagar
Sidewalk Cafe & Bar - The Paul Bangalore,1,1,4.2,217,Domlur,Casual Dining,"European, Italian, Asian",1500.0,Buffet,Indiranagar
The Hub & The Bar - Hotel Ramada Encore,0,0,4.0,115,Domlur,"Casual Dining, Bar","North Indian, Continental, Chinese, European",1700.0,Buffet,Indiranagar
The Paramount Hotel,1,0,2.9,319,Domlur,Casual Dining,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000.0,Buffet,Indiranagar
Avanti Indian Barbeque & Grill,0,0,3.4,46,Domlur,Casual Dining,North Indian,1100.0,Buffet,Indiranagar
Citrus - The Leela Palace,0,1,4.2,589,Old Airport Road,Fine Dining,"North Indian, Italian, Asian, Continental, Mediterranean",3500.0,Buffet,Indiranagar
Limelight - Royal Orchid Hotel,0,1,4.0,420,Old Airport Road,Fine Dining,"Continental, North Indian",2200.0,Buffet,Indiranagar
20 Char - Sterlings MAC Hotel,1,1,4.0,419,Old Airport Road,"Casual Dining, Bar","Chinese, Continental, North Indian, South Indian, Arabian",1400.0,Buffet,Indiranagar
Shebestan - Sterlings MAC Hotel,0,1,4.2,405,Old Airport Road,Casual Dining,Arabian,1500.0,Buffet,Indiranagar
Java,0,0,3.7,39,Old Airport Road,Casual Dining,"North Indian, Chinese",700.0,Buffet,Indiranagar
House Of Seitan,1,0,3.700448817952718,0,Indiranagar,Cafe,"Cafe, Healthy Food, Salad, Beverages",700.0,Cafes,Indiranagar
Cup Chronicles Cafe,1,1,3.9,48,Indiranagar,Cafe,"Cafe, Continental, Tea, Beverages, Desserts",450.0,Cafes,Indiranagar
Lazy Suzy,1,1,4.3,1235,Indiranagar,"Cafe, Bakery","Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1000.0,Cafes,Indiranagar
Truffles,0,0,4.6,1308,Indiranagar,"Cafe, Casual Dining","Cafe, American, Burger, Steak",900.0,Cafes,Indiranagar
Lavonne,0,0,4.4,1095,Indiranagar,"Cafe, Dessert Parlor","Cafe, Desserts",800.0,Cafes,Indiranagar
Smoor,1,0,4.6,1687,Indiranagar,"Dessert Parlor, Cafe","Desserts, Cafe, Beverages",900.0,Cafes,Indiranagar
Onesta,1,1,4.3,4644,Indiranagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0,Cafes,Indiranagar
Monet's Bistro,0,0,4.5,197,Indiranagar,Cafe,"Cafe, Beverages",600.0,Cafes,Indiranagar
Brik Oven,0,0,3.700448817952718,0,Indiranagar,Cafe,"Cafe, Pizza, Beverages",1100.0,Cafes,Indiranagar
Chai Days,1,0,4.4,105,Indiranagar,Cafe,"Cafe, Tea, Beverages, Fast Food",200.0,Cafes,Indiranagar
Stoner,1,0,4.5,2687,Indiranagar,"Dessert Parlor, Cafe","Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza",550.0,Cafes,Indiranagar
Chaipatty,0,0,3.1,1266,Indiranagar,Cafe,Cafe,,Cafes,Indiranagar
Third Wave Coffee Roasters,0,0,4.2,311,Indiranagar,Cafe,"Cafe, Continental, Desserts",800.0,Cafes,Indiranagar
Dhyaana,1,0,4.3,153,Indiranagar,Cafe,"Cafe, Healthy Food, Momos",600.0,Cafes,Indiranagar
The Ants Cafe & Store,1,1,3.9,1380,Indiranagar,Cafe,"Cafe, Italian",900.0,Cafes,Indiranagar
Infinitea Tea Room & Tea Store,1,1,4.3,766,Indiranagar,"Casual Dining, Cafe","Continental, Cafe, Desserts, Salad, Momos",1000.0,Cafes,Indiranagar
Waffle Magic,0,0,4.2,583,Indiranagar,Cafe,"Cafe, Desserts",700.0,Cafes,Indiranagar
Gobble Up Churros Cafe,1,0,4.3,371,Indiranagar,Dessert Parlor,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",400.0,Cafes,Indiranagar
Matteo Coffea,0,0,4.2,858,Indiranagar,Cafe,Cafe,600.0,Cafes,Indiranagar
Spoonful Of Sugar,0,0,4.0,861,Indiranagar,"Dessert Parlor, Cafe","Desserts, Bakery, Cafe",800.0,Cafes,Indiranagar
Smally's Resto Cafe,1,0,4.0,399,Indiranagar,Cafe,"Cafe, Italian, Burger, American, Steak",650.0,Cafes,Indiranagar
Tea Brew,1,0,4.1,1141,Indiranagar,"Cafe, Casual Dining","Cafe, Continental, Momos, Italian, North Indian",500.0,Cafes,Indiranagar
Starbucks,0,0,4.2,583,Indiranagar,Cafe,"Cafe, Desserts",700.0,Cafes,Indiranagar
Django,1,1,4.0,209,Indiranagar,Cafe,"Cafe, Italian, Pizza, Burger, Beverages",800.0,Cafes,Indiranagar
Tata Cha,1,0,3.9,660,Indiranagar,Cafe,"Cafe, Tea, North Indian",500.0,Cafes,Indiranagar
Yomama!!,1,1,4.0,339,Indiranagar,Quick Bites,"Continental, Burger, Cafe, Steak",800.0,Cafes,Indiranagar
The Mad Teapot,0,1,4.1,287,Indiranagar,Cafe,Cafe,850.0,Cafes,Indiranagar
Grubhouse,1,0,4.1,332,Indiranagar,"Casual Dining, Cafe","Continental, Cafe, Steak",800.0,Cafes,Indiranagar
Lahe Lahe Santhe,0,0,3.7,17,Indiranagar,Cafe,"Cafe, Beverages",300.0,Cafes,Indiranagar
Eddy's Cafe,1,0,4.1,137,Indiranagar,Cafe,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750.0,Cafes,Indiranagar
Lakeview Milkbar,0,0,2.9,539,Indiranagar,"Dessert Parlor, Cafe","Desserts, Cafe, Bakery",500.0,Cafes,Indiranagar
iSpice Resto Cafe,1,0,3.7,28,Indiranagar,Cafe,"Cafe, North Indian, Chinese, Fast Food",600.0,Cafes,Indiranagar
Give Me 5 Cafe,0,0,3.4,90,Indiranagar,Cafe,"Cafe, Continental",500.0,Cafes,Indiranagar
J's Cafe,0,0,3.9,155,Indiranagar,Cafe,"Cafe, Continental",700.0,Cafes,Indiranagar
Costa Coffee,0,0,3.8,209,Indiranagar,Cafe,"Cafe, Fast Food",500.0,Cafes,Indiranagar
Crisp Cafe,0,0,4.0,97,Indiranagar,"Cafe, Casual Dining","Salad, Cafe, Continental, Steak, Italian, Burger, Desserts, Pizza",1100.0,Cafes,Indiranagar
Cafe Coffee Day,1,0,3.7,72,Indiranagar,Cafe,"Cafe, Fast Food",900.0,Cafes,Indiranagar
Chai Cafe,0,0,3.9,49,Indiranagar,Cafe,Cafe,200.0,Cafes,Indiranagar
Cup Shup,1,0,2.8,185,Indiranagar,Cafe,"Cafe, Continental, Fast Food",500.0,Cafes,Indiranagar
Sunny Side Bistro,0,0,3.7,69,Indiranagar,Cafe,"Cafe, Continental",700.0,Cafes,Indiranagar
Raenss Cafe,1,0,2.4,127,Indiranagar,Cafe,"Cafe, Fast Food, Chinese",600.0,Cafes,Indiranagar
Breadworks,1,0,2.9,48,Indiranagar,"Bakery, Cafe","Bakery, Cafe",500.0,Cafes,Indiranagar
Melting Spot,0,0,4.0,134,Indiranagar,"Cafe, Dessert Parlor","Cafe, Desserts, Beverages, Italian",600.0,Cafes,Indiranagar
Planet Popcorn,0,0,3.700448817952718,0,Indiranagar,Cafe,Cafe,200.0,Cafes,Indiranagar
C-harge by Chefkraft,0,0,3.4,7,Indiranagar,Cafe,"Cafe, Continental",600.0,Cafes,Indiranagar
Cross Roads Cafe,1,0,3.0,59,Indiranagar,Cafe,"Cafe, Italian, Tex-Mex, Fast Food, Burger",500.0,Cafes,Indiranagar
Fog City Cafe,1,0,3.700448817952718,0,Indiranagar,Cafe,Fast Food,500.0,Cafes,Indiranagar
Loveshack,0,1,3.9,1717,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",1600.0,Cafes,Indiranagar
Talk Over Table,0,0,4.0,282,Jeevan Bhima Nagar,Cafe,Cafe,500.0,Cafes,Indiranagar
D'Cafe,0,0,3.8,16,Domlur,Cafe,"Cafe, Coffee, Continental",500.0,Cafes,Indiranagar
Chaai Resto,1,0,3.700448817952718,0,Jeevan Bhima Nagar,Cafe,"Cafe, Rolls, Fast Food",200.0,Cafes,Indiranagar
St. Mary's Cafe,0,0,3.700448817952718,0,Thippasandra,"Takeaway, Delivery","Cafe, Chinese, South Indian",150.0,Cafes,Indiranagar
Cafe Oleiva,0,0,3.4,6,Thippasandra,Cafe,Cafe,500.0,Cafes,Indiranagar
Cafe Velvette,0,0,3.5,11,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",400.0,Cafes,Indiranagar
Hot Spot Cafe,0,0,2.9,17,Domlur,Cafe,"Cafe, Fast Food",150.0,Cafes,Indiranagar
Aahar Cafe,0,0,3.700448817952718,0,Thippasandra,Cafe,Cafe,300.0,Cafes,Indiranagar
9th Cross Cafe,0,0,3.6,12,Jeevan Bhima Nagar,Cafe,"Cafe, Italian, French",550.0,Cafes,Indiranagar
Origin Espresso Bar,0,0,3.700448817952718,0,Domlur,Cafe,Cafe,,Cafes,Indiranagar
Brown Crust Cafe,0,0,2.9,18,Old Airport Road,Cafe,"Cafe, Italian, Desserts",300.0,Cafes,Indiranagar
The Chocolate Heaven,1,0,3.8,135,Old Airport Road,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700.0,Cafes,Indiranagar
Barista,0,0,3.2,11,CV Raman Nagar,Cafe,Cafe,300.0,Cafes,Indiranagar
Zawaa Foods,1,0,3.700448817952718,0,Old Airport Road,Quick Bites,"Continental, South Indian, North Indian, Arabian",400.0,Delivery,Indiranagar
Sri Udupi Park,1,0,4.2,770,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese, Beverages",300.0,Delivery,Indiranagar
Delite Chaat House,1,0,4.0,450,Indiranagar,Quick Bites,"Street Food, Gujarati",300.0,Delivery,Indiranagar
Tripura Express,1,0,2.9,156,Old Airport Road,"Takeaway, Delivery","Pizza, Beverages",450.0,Delivery,Indiranagar
BOX8- Desi Meals,1,0,4.3,314,Indiranagar,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500.0,Delivery,Indiranagar
Sree Spicy Hub,1,0,3.9,224,Jeevan Bhima Nagar,Casual Dining,"Andhra, Biryani, South Indian",600.0,Delivery,Indiranagar
Chandni Chowk 2 Bangalore,1,0,4.2,241,Jeevan Bhima Nagar,Quick Bites,"North Indian, Rolls",400.0,Delivery,Indiranagar
Gurukrupa Paratha House,1,0,3.9,639,Old Airport Road,Casual Dining,"North Indian, Chinese",400.0,Delivery,Indiranagar
FreshMenu,1,0,3.8,1082,Indiranagar,Delivery,"Asian, Continental, Mediterranean, Salad, American, Biryani",450.0,Delivery,Indiranagar
Dal Roti Sabji,1,0,4.1,81,Indiranagar,Quick Bites,North Indian,150.0,Delivery,Indiranagar
Red Kitchen,1,0,3.2,146,Jeevan Bhima Nagar,Quick Bites,"North Indian, South Indian, Chinese",200.0,Delivery,Indiranagar
Fresh Aahar,1,0,3.9,37,Indiranagar,Quick Bites,"Biryani, Mangalorean, Kerala",400.0,Delivery,Indiranagar
Sagar Deluxe,1,0,3.4,148,Jeevan Bhima Nagar,Quick Bites,"South Indian, North Indian, Chinese",350.0,Delivery,Indiranagar
XO Belgian Waffle,1,0,4.3,78,Indiranagar,Dessert Parlor,"Desserts, Beverages",400.0,Delivery,Indiranagar
Bharpur Aahar,1,0,3.9,418,Jeevan Bhima Nagar,Quick Bites,"North Indian, Chinese",200.0,Delivery,Indiranagar
Corner House Ice Cream,1,0,4.7,2139,Indiranagar,Dessert Parlor,"Ice Cream, Desserts",400.0,Delivery,Indiranagar
New Krishna Sagar,1,0,3.3,26,Indiranagar,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Indiranagar
Behrouz Biryani,1,0,4.0,85,Old Airport Road,Delivery,Biryani,650.0,Delivery,Indiranagar
Leon Grill,1,0,4.2,1327,Jeevan Bhima Nagar,Quick Bites,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Delivery,Indiranagar
Chowpatty,1,0,3.9,924,Indiranagar,Quick Bites,"North Indian, Fast Food, Street Food",300.0,Delivery,Indiranagar
Rajdhani Thali Restaurant,1,1,4.0,1129,Indiranagar,Casual Dining,North Indian,1000.0,Delivery,Indiranagar
Motis Kitchen,1,0,4.1,551,Thippasandra,Quick Bites,"South Indian, Kerala, Biryani",350.0,Delivery,Indiranagar
Kunda Biryani,1,0,3.8,189,CV Raman Nagar,Casual Dining,"Hyderabadi, Biryani, North Indian",800.0,Delivery,Indiranagar
Dindigul Thalappakatti,1,0,4.3,289,Indiranagar,Casual Dining,"Biryani, Chinese, North Indian, South Indian",800.0,Delivery,Indiranagar
Donne Biriyani Mane,1,0,3.8,140,Indiranagar,Quick Bites,"Biryani, Kebab",400.0,Delivery,Indiranagar
New Punjabi Hotel,1,0,3.2,393,Old Airport Road,Quick Bites,"North Indian, Chinese",400.0,Delivery,Indiranagar
Beijing Bites,1,0,3.1,282,Jeevan Bhima Nagar,Casual Dining,"Chinese, Thai",850.0,Delivery,Indiranagar
Green Pepper,1,0,3.8,259,Jeevan Bhima Nagar,Casual Dining,"Seafood, South Indian, Chinese, Kerala",600.0,Delivery,Indiranagar
Tiffun,1,0,3.9,83,CV Raman Nagar,Quick Bites,North Indian,300.0,Delivery,Indiranagar
Chakh Le Foods,1,1,3.4,257,Jeevan Bhima Nagar,Casual Dining,"North Indian, Mughlai, Bengali, Chinese",500.0,Delivery,Indiranagar
Hyderabad Biryaani House,1,0,3.9,1615,Old Airport Road,Casual Dining,"Biryani, North Indian, Chinese",550.0,Delivery,Indiranagar
Andal Mess,1,0,3.6,133,Indiranagar,Mess,"Biryani, South Indian, North Indian",250.0,Delivery,Indiranagar
Donne Biriyani Mane,1,0,3.8,161,Jeevan Bhima Nagar,Casual Dining,"Biryani, Kebab",400.0,Delivery,Indiranagar
KFC,1,0,3.9,327,Old Airport Road,Quick Bites,"Burger, Fast Food",400.0,Delivery,Indiranagar
Plantain Leaf,1,0,3.9,521,Thippasandra,Casual Dining,"Andhra, Chinese, North Indian, Biryani",600.0,Delivery,Indiranagar
S P Dum Biryani,1,0,3.3,77,Jeevan Bhima Nagar,Delivery,Biryani,400.0,Delivery,Indiranagar
A 1 Pizza and Food,1,0,2.8,211,Old Airport Road,Delivery,"Pizza, Chinese, North Indian",300.0,Delivery,Indiranagar
Zaitoon,1,1,4.2,2015,Old Airport Road,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts",1000.0,Delivery,Indiranagar
Ambur Hot Dum Biryani,1,0,3.1,43,Old Airport Road,Quick Bites,Biryani,200.0,Delivery,Indiranagar
Rannaghar,1,0,3.9,138,Jeevan Bhima Nagar,Casual Dining,"North Indian, Bengali, Chinese",600.0,Delivery,Indiranagar
Delhi Highway,1,1,4.5,3219,Indiranagar,Casual Dining,North Indian,1200.0,Delivery,Indiranagar
Khushi Kitchen,1,0,3.3,69,Thippasandra,Quick Bites,"Street Food, North Indian, Bengali, Oriya",400.0,Delivery,Indiranagar
Punjabi's Food Corner,1,0,3.6,88,CV Raman Nagar,Quick Bites,"North Indian, Chinese",250.0,Delivery,Indiranagar
Pot Biryani,1,0,3.9,456,Domlur,Casual Dining,"North Indian, Chinese, Biryani, Seafood",600.0,Delivery,Indiranagar
Five Star Chicken,1,0,3.7,68,Jeevan Bhima Nagar,Quick Bites,"Fast Food, Burger",200.0,Delivery,Indiranagar
PurpleBasil.in,1,0,4.4,457,Indiranagar,Delivery,"Healthy Food, Desserts",500.0,Delivery,Indiranagar
Andhra Mess,1,0,3.2,128,Domlur,Mess,"Andhra, Biryani, Chinese",400.0,Delivery,Indiranagar
Bhookha Sher,1,0,3.6,8,Old Airport Road,Quick Bites,"North Indian, Fast Food",350.0,Delivery,Indiranagar
Swaadpurna,1,0,3.6,51,Jeevan Bhima Nagar,Casual Dining,"North Indian, South Indian, Chinese, Biryani",450.0,Delivery,Indiranagar
Samosa Singh,1,0,3.7,43,Thippasandra,Delivery,"Street Food, Beverages",150.0,Delivery,Indiranagar
Cheesy Juicy Burgers,1,0,3.9,82,Indiranagar,Quick Bites,"Burger, Sandwich, Beverages",500.0,Delivery,Indiranagar
The Biryanis,1,0,3.8,426,Jeevan Bhima Nagar,Casual Dining,"Andhra, Biryani, North Indian",500.0,Delivery,Indiranagar
Desi Chinese kitchen,1,0,3.9,24,Indiranagar,Casual Dining,"Chinese, Asian",700.0,Delivery,Indiranagar
FoodIshq,1,0,4.0,173,Kaggadasapura,Delivery,North Indian,450.0,Delivery,Indiranagar
Brownie Heaven,1,0,4.3,127,Indiranagar,Dessert Parlor,Desserts,300.0,Delivery,Indiranagar
Sri Udupi Park,1,0,3.7,443,Old Airport Road,Casual Dining,"South Indian, Chinese, North Indian",400.0,Delivery,Indiranagar
Pizza Hut,1,0,3.7,833,Indiranagar,Casual Dining,"Pizza, Fast Food",750.0,Delivery,Indiranagar
Aathurar,1,0,3.2,574,Jeevan Bhima Nagar,Casual Dining,"Chettinad, Biryani, South Indian, Seafood",600.0,Delivery,Indiranagar
Momo Rice Noodles,1,0,3.8,221,Ejipura,Casual Dining,"Chinese, Momos",400.0,Delivery,Indiranagar
Keto Kitchen,1,0,3.1,18,Indiranagar,Casual Dining,Healthy Food,500.0,Delivery,Indiranagar
UBQ by Barbeque Nation,1,0,3.3,12,Indiranagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450.0,Delivery,Indiranagar
Smoke House Deli,1,1,4.6,5421,Indiranagar,Casual Dining,"European, Italian, Desserts, Salad, Juices, Steak",1600.0,Delivery,Indiranagar
Bombay Sandwich Company,1,0,3.1,39,Indiranagar,Delivery,"Sandwich, Beverages",400.0,Delivery,Indiranagar
Chef's Cap Chinese Cuisine Restaurant,1,0,3.9,30,Old Airport Road,Quick Bites,Chinese,400.0,Delivery,Indiranagar
Anand Sweets and Savouries,1,0,4.0,261,Old Airport Road,Sweet Shop,"Mithai, Street Food",400.0,Delivery,Indiranagar
Subway,1,0,3.7,106,CV Raman Nagar,Quick Bites,"Salad, Fast Food",600.0,Delivery,Indiranagar
Bharanis,1,0,3.7,16,Domlur,Casual Dining,"Andhra, Biryani",600.0,Delivery,Indiranagar
Krispy Kreme,1,0,4.1,259,Indiranagar,Dessert Parlor,"Desserts, Beverages",300.0,Delivery,Indiranagar
Snacks Joint,1,0,3.8,185,Jeevan Bhima Nagar,Quick Bites,Fast Food,150.0,Delivery,Indiranagar
Cream Stone,1,0,4.2,734,Indiranagar,Dessert Parlor,Desserts,300.0,Delivery,Indiranagar
The Fatty Bao - Asian Gastro Bar,1,0,4.6,3760,Indiranagar,"Casual Dining, Bar","Asian, Thai, Vietnamese, Malaysian, Beverages",1200.0,Delivery,Indiranagar
Food Lover,1,0,3.7,32,Indiranagar,Delivery,"North Indian, Chinese",400.0,Delivery,Indiranagar
Andhra Ruchulu,1,0,4.0,43,Old Airport Road,Quick Bites,"Andhra, North Indian",400.0,Delivery,Indiranagar
Srinidhi Sagar,1,0,3.9,160,Old Airport Road,Quick Bites,"South Indian, North Indian, Chinese",40.0,Delivery,Indiranagar
PreRit's Food Factory,1,0,3.6,67,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",300.0,Delivery,Indiranagar
Mani's Dum Biryani,1,0,4.0,682,Jeevan Bhima Nagar,Casual Dining,"Biryani, Kebab",750.0,Delivery,Indiranagar
Night Food Delivery,1,0,2.9,21,Indiranagar,Delivery,"Burger, Rolls, Sandwich, North Indian",500.0,Delivery,Indiranagar
Savoury Express,1,0,3.6,31,Jeevan Bhima Nagar,Casual Dining,Arabian,800.0,Delivery,Indiranagar
Delicacy,1,0,3.9,647,Jeevan Bhima Nagar,Casual Dining,"Chinese, Thai, Momos",500.0,Delivery,Indiranagar
Coast,1,0,3.3,59,Jeevan Bhima Nagar,Casual Dining,"Seafood, Mangalorean, North Indian, Biryani",750.0,Delivery,Indiranagar
Under The Tree,1,0,3.0,64,Domlur,Dessert Parlor,"Desserts, Juices, Fast Food",200.0,Delivery,Indiranagar
Burma Burma,1,0,4.7,1594,Indiranagar,Casual Dining,"Asian, Burmese",1500.0,Delivery,Indiranagar
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,1,0,4.4,580,Thippasandra,Quick Bites,"French, Sandwich, Salad",450.0,Delivery,Indiranagar
Lassi Shop,1,0,4.0,213,Jeevan Bhima Nagar,Beverage Shop,"Beverages, Juices, Ice Cream",100.0,Delivery,Indiranagar
Little Kolkata,1,0,3.9,97,Ejipura,Quick Bites,"Bengali, North Indian",500.0,Delivery,Indiranagar
Assi Tussi Lassi,1,0,3.6,25,Ejipura,Beverage Shop,"Beverages, Fast Food, Ice Cream",200.0,Delivery,Indiranagar
Bhartiya Jalpan,0,0,4.1,1075,Indiranagar,Casual Dining,"North Indian, Street Food, Chinese",800.0,Delivery,Indiranagar
Sabari Juice Junction,1,0,4.1,128,Jeevan Bhima Nagar,Beverage Shop,"Beverages, Sandwich",250.0,Delivery,Indiranagar
The Waffles Hut,1,0,3.9,36,Indiranagar,Dessert Parlor,Desserts,250.0,Delivery,Indiranagar
Faasos,1,0,3.9,140,Indiranagar,Delivery,"North Indian, Biryani, Fast Food",500.0,Delivery,Indiranagar
Wow Paratha,1,0,3.9,29,Jeevan Bhima Nagar,Delivery,North Indian,400.0,Delivery,Indiranagar
Nagarjuna,0,0,4.2,1926,Indiranagar,Casual Dining,"Andhra, Biryani",850.0,Delivery,Indiranagar
Monkey Bar,1,0,4.3,3848,Indiranagar,Pub,"American, Asian, European, North Indian",1400.0,Delivery,Indiranagar
Pizza Stop,1,0,3.2,166,Domlur,Quick Bites,"Pizza, Italian",600.0,Delivery,Indiranagar
McDonald's,1,0,3.9,388,Indiranagar,Quick Bites,"Burger, Fast Food",500.0,Delivery,Indiranagar
Paratha Corner,1,0,3.2,23,CV Raman Nagar,Quick Bites,North Indian,150.0,Delivery,Indiranagar
Mota Bawarchi,1,0,3.8,55,Indiranagar,"Takeaway, Delivery","North Indian, Fast Food",500.0,Delivery,Indiranagar
Hotel Devanand Kerala Restaurant,1,0,3.4,94,CV Raman Nagar,Quick Bites,Kerala,300.0,Delivery,Indiranagar
Taiki,1,1,3.700448817952718,0,Indiranagar,Casual Dining,"Asian, Japanese, Korean, Thai, Sushi",1000.0,Delivery,Indiranagar
Bite Me Cupcakes,1,0,4.2,624,Indiranagar,Dessert Parlor,Desserts,300.0,Delivery,Indiranagar
Cafe Grill,1,0,4.1,496,Jeevan Bhima Nagar,Quick Bites,"Chinese, North Indian, Rolls",300.0,Delivery,Indiranagar
Omleterian,1,0,3.700448817952718,0,Thippasandra,Quick Bites,"American, Continental",200.0,Delivery,Indiranagar
HomeDeli Kitchen,1,0,3.0,398,Jeevan Bhima Nagar,Unknown,"North Indian, Chinese, Biryani",600.0,Delivery,Indiranagar
Bombay Brasserie,1,0,4.4,1865,Indiranagar,Casual Dining,Modern Indian,1800.0,Delivery,Indiranagar
Bun Maska Chai,1,0,3.9,120,Jeevan Bhima Nagar,Quick Bites,"Street Food, Fast Food",250.0,Delivery,Indiranagar
Hotel Karavali,1,0,3.7,257,Jeevan Bhima Nagar,Quick Bites,"Biryani, North Indian, Mangalorean, Seafood",450.0,Delivery,Indiranagar
No More Hungry,1,0,3.3,214,Jeevan Bhima Nagar,Quick Bites,North Indian,450.0,Delivery,Indiranagar
Crunch Pizzas,1,0,2.8,91,Thippasandra,Unknown,"Italian, Pizza",600.0,Delivery,Indiranagar
Nandhana Palace,0,1,4.2,902,Indiranagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",800.0,Delivery,Indiranagar
